   23 0 0 0 0 0 0 0 0 0 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   24 0 0 0 0 0 0 0 0 0 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   25 0 0 0 0 0 0 0 0 0 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
;

	;

param location: 
			1 2 3 4 :=
		  1 1 25 5 21 
;



param destination:  
			1 2 3 4 :=
		  1 25 1 21 5 
;

